utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/1820/1820-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 15001 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15013 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15460 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15319 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 15360: Adding multiple names to name tag, this is not OK! name = "Herten;Helkna"
utility_to_osm - WARNING - ssr:stedsnr = 15361 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15364 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15373 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15507 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 15906 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 16023 has multiple (13) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 16502: No priority spelling found for lang = no, using alt_name to get "[('no', 'Lamskjæran')]"
utility_to_osm - WARNING - ssr:stedsnr = 25675 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 41829: No priority spelling found for lang = no, using alt_name to get "[('no', 'Øverkrommen')]"
utility_to_osm - WARNING - ssr:stedsnr = 76047 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76053 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76059 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76068 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76313 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76358 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76368 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76398 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76402: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skeisholmen')]"
utility_to_osm - WARNING - ssr:stedsnr = 76402 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76406 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76454 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 76463: No priority spelling found for lang = no, using alt_name to get "[('no', 'Juldagan')]"
utility_to_osm - WARNING - ssr:stedsnr = 76467 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136017 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136018 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136042 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136054 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136056 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136068 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136409 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136420 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136421 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 136461 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 137352 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258279 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258285: No priority spelling found for lang = no, using alt_name to get "[('no', 'Karvestrand')]"
utility_to_osm - WARNING - ssr:stedsnr = 258291 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258028 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 258034: Adding multiple names to name tag, this is not OK! name = "Ytre Flatøya;Gården"
utility_to_osm - WARNING - ssr:stedsnr = 258034 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258040 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258065 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258350 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258367 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258369 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258383 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258395: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skeisvika')]"
utility_to_osm - WARNING - ssr:stedsnr = 258395 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258401 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258433 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258446 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258449 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258452 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258647 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258649 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 258892 has multiple (2) positions, using the first one!
