utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3024/3024-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 914832 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 915773 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 915502 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 811062 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 811941 has multiple (9) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 853016 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 853026 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 853059 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 853817 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 853826 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 854023 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 854803 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 854939 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 854953 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 871903 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 933068: Adding multiple names to name tag, this is not OK! name = "Nordre Skui;Hagabråten"
utility_to_osm - WARNING - ssr:stedsnr = 933068 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 914014 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 914015 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 914111 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 914113 has multiple (15) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 914085 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 914906 has multiple (4) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 932053. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 956119 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 973798. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 982306. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 987838. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992319. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992321. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992324. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992325. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992327. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992328. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992329. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992330. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992331. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 992333: No priority spelling found for lang = no, using alt_name to get "[('no', 'Bjerkholmen')]"
utility_to_osm - ERROR - ssr:stedsnr = 992333. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992334. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992337. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992338. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 992340. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 3833 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4034 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4061 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4009 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4948 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4888 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4894 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4972 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4992 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 5887 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 5985 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22948 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22961 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 46116 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 58597 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 60252. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 60491: No priority spelling found for lang = no, using alt_name to get "[('no', 'Djupdalen og Kjaglidalen naturreservat')]"
utility_to_osm - WARNING - ssr:stedsnr = 65023 has multiple (12) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65027 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65993 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65994 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65929 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 67062: No priority spelling found for lang = no, using alt_name to get "[('no', 'Kalvøygrunnen lanterne')]"
utility_to_osm - WARNING - ssr:stedsnr = 81659: No priority spelling found for lang = no, using alt_name to get "[('no', 'Hesthagabukta')]"
utility_to_osm - WARNING - ssr:stedsnr = 82893 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 84273 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 100993: Adding multiple names to name tag, this is not OK! name = "Bukkesteinshøgda;Bjørumåsen"
utility_to_osm - WARNING - ssr:stedsnr = 100993 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 103343 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 104469. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 125036 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125047 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125928 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125941 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125942 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 125946. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 125950 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125970 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125971 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125980 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125994 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 125997 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 162487: Adding multiple names to name tag, this is not OK! name = "Busopp;Tannberg"
utility_to_osm - WARNING - ssr:stedsnr = 181781 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186093 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 185800 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186828: No priority spelling found for lang = no, using alt_name to get "[('no', 'Store Ostsund')]"
utility_to_osm - WARNING - ssr:stedsnr = 186917 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186943 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186946 has multiple (9) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186965 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186970 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 186972 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 204186 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 205242 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 206680: No priority spelling found for lang = no, using alt_name to get "[('no', 'Fornebu')]"
utility_to_osm - WARNING - ssr:stedsnr = 206680 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 207764 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 226721 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 226365. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 226801. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 228115 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307022 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307024 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307124 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307895 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307938 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307939 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307834: No priority spelling found for lang = no, using alt_name to get "[('no', 'Hundesundet')]"
utility_to_osm - WARNING - ssr:stedsnr = 307834 has multiple (6) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 307969 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 308480 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 308874 has multiple (3) positions, using the first one!
