utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/4218/4218-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 255 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 665 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 40429. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 42310. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 42272. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 61215 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61130 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61134 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61385 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 241084 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 242158 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 242173 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243072 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243132 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243210 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243211 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243229 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243232 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243177 has multiple (6) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243180 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 91429 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 100372. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 100374: No priority spelling found for lang = no, using alt_name to get "[('no', 'Vatnestrøm industriområde')]"
utility_to_osm - ERROR - ssr:stedsnr = 100374. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 102475. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 121164 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 121171 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 121182 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 121222 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 121236 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 121240 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 182115 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 182117 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 183615 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 212477 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 212604 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243683 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 455361: No priority spelling found for lang = no, using alt_name to get "[('no', 'Vatnestrøm')]"
utility_to_osm - WARNING - ssr:stedsnr = 455661 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 300492. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 303180 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 303202 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 333401 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 364168 has multiple (6) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 364208 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 364257 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 364214 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 364404 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 364412 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 546149 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 546153 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 485133 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 485183 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 485185 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 406493. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 486440 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 486691 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 425104 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 425144 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 425146 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 425194 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 426386 has multiple (3) positions, using the first one!
