utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/1516/1516-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 10213 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11778 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 71918 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 72877: Adding multiple names to name tag, this is not OK! name = "Sneldelida;Sneldelihorn"
utility_to_osm - WARNING - ssr:stedsnr = 72877 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 95484 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132759 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132820 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132906 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132909 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132863 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132872 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 253938 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 253920 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 253921 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 254757 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 254890 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 267913 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 274703: No priority spelling found for lang = no, using alt_name to get "[('no', 'Eiksundbrua')]"
utility_to_osm - WARNING - ssr:stedsnr = 274703 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314209 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314159 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314175 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314812 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314818 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314820: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skeide')]"
utility_to_osm - WARNING - ssr:stedsnr = 339298 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 375110 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 375914 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 484245 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 436809 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678745: No priority spelling found for lang = no, using alt_name to get "[('no', 'Ertesvåg')]"
utility_to_osm - WARNING - ssr:stedsnr = 678847 has multiple (7) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678854 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678963 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 496855 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 496912 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 521514 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 556206 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 556855 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 556912 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 556927 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 577705: No priority spelling found for lang = no, using alt_name to get "[('no', 'Eiksundtunnelen')]"
utility_to_osm - ERROR - ssr:stedsnr = 577705. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 617811 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 617814 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 617816 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 617833 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 617898 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678178 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678871 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678874 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678879 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678883 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678891 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678771 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678787 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678906 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 678917 has multiple (4) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 703622: Adding multiple names to name tag, this is not OK! name = "Uldalsskaret;Skaret"
utility_to_osm - WARNING - ssr:stedsnr = 703622 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 711299. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 738162 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 739897 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 739899 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 763612 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 763597 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 799191 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 799214 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 800810 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 800815 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 800734: Adding multiple names to name tag, this is not OK! name = "Hasundhornet;Hasundrabben"
utility_to_osm - WARNING - ssr:stedsnr = 800734 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 800793 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 921146 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 822587. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 921838 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 921843 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 921901 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 860172 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 860875 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 885505 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 885547 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 895876: No priority spelling found for lang = no, using alt_name to get "[('no', 'Moltubrua')]"
utility_to_osm - WARNING - ssr:stedsnr = 920141 has multiple (13) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 921157 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 921169 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 921905 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 937095 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 988820: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skeidekrysset')]"
utility_to_osm - WARNING - ssr:stedsnr = 988823: No priority spelling found for lang = no, using alt_name to get "[('no', 'Sjøgatekrysset')]"
utility_to_osm - WARNING - ssr:stedsnr = 988825: No priority spelling found for lang = no, using alt_name to get "[('no', 'Brattørakrysset')]"
utility_to_osm - WARNING - ssr:stedsnr = 988826: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skulekrysset')]"
utility_to_osm - WARNING - ssr:stedsnr = 10850 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10855 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11141 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11847 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11752 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11770 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11891 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11936 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11958 has multiple (9) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 20327 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 25614: No priority spelling found for lang = no, using alt_name to get "[('no', 'Eiksund')]"
utility_to_osm - WARNING - ssr:stedsnr = 72159 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 72859 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131164 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131893 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131898 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131899 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131934 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132144 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132152: No priority spelling found for lang = no, using alt_name to get "[('no', 'Eika')]"
utility_to_osm - WARNING - ssr:stedsnr = 132833 has multiple (4) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 132851: Adding multiple names to name tag, this is not OK! name = "Tverrvadelva;Tverrbergelva"
utility_to_osm - WARNING - ssr:stedsnr = 132851 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132931 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 132772: No priority spelling found for lang = no, using alt_name to get "[('no', 'Ytre-Dimna')]"
utility_to_osm - WARNING - ssr:stedsnr = 192871 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 192872 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 192915 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193137 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193139 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193783 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193793 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193797: No priority spelling found for lang = no, using alt_name to get "[('no', 'Dimna'), ('no', 'Dimnøya')]"
utility_to_osm - ERROR - ssr:stedsnr = 193797: Adding multiple names to name tag, this is not OK! name = "Dimna;Dimnøya"
utility_to_osm - WARNING - ssr:stedsnr = 193797 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193807 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193824 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 193921 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 217549 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314152 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314186 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 314797 has multiple (4) positions, using the first one!
