utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3805/3805-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 1210 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1237 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1191 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1391 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1583 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1587 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1737 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2132 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2316 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2347 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2348 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2206 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2220 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2280 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2401: No priority spelling found for lang = no, using alt_name to get "[('no', 'Bjortjønn')]"
utility_to_osm - WARNING - ssr:stedsnr = 2401 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2477 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2492 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2532 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 27019 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 27231 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 27373 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 27383: No priority spelling found for lang = no, using alt_name to get "[('no', 'Eidsten')]"
utility_to_osm - ERROR - ssr:stedsnr = 42775. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 46590 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61927 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62187 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62189 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62202 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62209 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62292 has multiple (6) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62590 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62715 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62724 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62474 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62878 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62906 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62992 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 63270: Adding multiple names to name tag, this is not OK! name = "Gåserudseter;Gåserudsetra"
utility_to_osm - WARNING - ssr:stedsnr = 63270 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63287 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63421 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63424 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63319 has multiple (2) positions, using the first one!
