utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3003/3003-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 1891 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2319 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2871 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2987 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3743 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3778 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22105 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22048 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22100 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22335 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 24403 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 26614: No priority spelling found for lang = no, using alt_name to get "[('no', 'Kurland menighetssenter')]"
utility_to_osm - WARNING - ssr:stedsnr = 52274 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62771 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62773 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62966 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63275 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63463 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63774 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63786 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63903 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 242712. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 83024 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244919: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skjeberg kirke')]"
utility_to_osm - WARNING - ssr:stedsnr = 244919 has multiple (4) positions, using the first one!
