utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/4617/4617-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 3007 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3010 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3428 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3375 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3639 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3679 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4114 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4123 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4173 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4023 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4026 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4077 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4085 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4093 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4315 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 4319: Adding multiple names to name tag, this is not OK! name = "Galtaåsen;Foserhei"
utility_to_osm - WARNING - ssr:stedsnr = 4321 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4405 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4406 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4425 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4471 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 5955 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 36012: No priority spelling found for lang = no, using alt_name to get "[('no', 'Folgefonntunnelen')]"
utility_to_osm - ERROR - ssr:stedsnr = 36012. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 37858 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 44453. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 64101 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64105 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64120 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64146 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64155 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64013 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64058 has multiple (13) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64067 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64075 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64079 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 64264: Adding multiple names to name tag, this is not OK! name = "Gråskallen;Slottet"
utility_to_osm - WARNING - ssr:stedsnr = 64264 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64468 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64714 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65069 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65210 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65116 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65125 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65179 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65752 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65957 has multiple (3) positions, using the first one!
