utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3806/3806-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 229621 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 229835 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1408 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 229962 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2283 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2404 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 26004 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 26096 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 27373 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 238113 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 47882 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 47883 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 52303 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 53982. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 62508 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62520 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62585 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62624 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244417 has multiple (6) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244447 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244452 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244623 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244545 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245254 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 85994 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 108479 has multiple (2) positions, using the first one!
