utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3001/3001-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 155 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 163 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1092 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1204 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1152 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1383 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1796 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1816 has multiple (7) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 1842 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2029 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2809 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 22135 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 58887 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 60012: No priority spelling found for lang = no, using alt_name to get "[('no', 'Svinndalen')]"
utility_to_osm - WARNING - ssr:stedsnr = 61124 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61129 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61178 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 61182 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62176 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62178 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62225 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62418 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62466 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62487 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62806 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62870 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62875 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63018 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63067 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62974 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 62978 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243139 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243157 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 243169 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244095 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244098 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244249 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244444 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244445 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244476 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244800 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 244908: Adding multiple names to name tag, this is not OK! name = "Langemosen;Stensmosen"
utility_to_osm - WARNING - ssr:stedsnr = 244826 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244833 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244865 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 83041 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245020 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244939 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245118 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245328 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245481 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245780 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245847 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 106580. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 122167 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123205 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123132 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123410 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123818 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123822 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123857 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123870 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123871 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123876 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123878 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124056 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 143043 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 143780 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 182859 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 183305 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 183350 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 183297: Adding multiple names to name tag, this is not OK! name = "Saleklev;Saligklevfjellet"
utility_to_osm - WARNING - ssr:stedsnr = 183402 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 183803 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 183811 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 183799 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 184189 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 184807 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 184837 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 184900 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 204116 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 232622 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244484 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244780 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244823 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 244982 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245116 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245273 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245432 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 265085 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 280326: No priority spelling found for lang = no, using alt_name to get "[('no', 'Holtstenen')]"
utility_to_osm - WARNING - ssr:stedsnr = 304302 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 304315 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 304330 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 304332 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 304475 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 305104 has multiple (2) positions, using the first one!
