utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3428/3428-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 10008 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10103 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10044 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10204 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10209 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10499 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11013 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11030 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 11079 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 20304 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 233859 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 234766 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 52972 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 71009 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 71207 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 71213 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 71168 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 71193 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 72882 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252560 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252568 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131004 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131010 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 131318 has multiple (3) positions, using the first one!
