utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3018/3018-ssr.xml? Trying to re-download
utility_to_osm - ERROR - ssr:stedsnr = 2331: Adding multiple names to name tag, this is not OK! name = "Sjursbråtatjerna;Tostentjern"
utility_to_osm - WARNING - ssr:stedsnr = 2334 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2335 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2340 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2710 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2719 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 2727 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3668 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3680 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3682 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3684 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3690 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3692 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 23882 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63316 has multiple (19) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63367 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63383 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63384 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63722 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 63724 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64039 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64717 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64727 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65004 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65007 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245296 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245327 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245351 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245355 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245689 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 246042 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 246086 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 246656 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 123762 has multiple (29) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124306 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124311 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124316 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124632 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124634 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124636 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124653 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 124663 has multiple (2) positions, using the first one!
