utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/1866/1866-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 17202 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17500 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17603 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17653 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17732 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17805 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17808 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 17851 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 17960: Adding multiple names to name tag, this is not OK! name = "Storongstadvatnet;Storvatnet"
utility_to_osm - WARNING - ssr:stedsnr = 18000 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 18114: Adding multiple names to name tag, this is not OK! name = "Fiskfjordvatnet;Andre Fiskefjordvatn"
utility_to_osm - WARNING - ssr:stedsnr = 18114 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 18119 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 18348 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 238566. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 59003 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 77169: Adding multiple names to name tag, this is not OK! name = "Gullstadholmen;Gulstadøya"
utility_to_osm - WARNING - ssr:stedsnr = 77801 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 77909 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78004 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78005 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78050 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78109 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 78456: Adding multiple names to name tag, this is not OK! name = "Medmorratinden;Blåtinden"
utility_to_osm - ERROR - ssr:stedsnr = 78506: Adding multiple names to name tag, this is not OK! name = "Kvannkista;Kvannkistvatnet"
utility_to_osm - WARNING - ssr:stedsnr = 78705 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78707 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78709 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78700 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78818 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78852 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78955 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78992 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 79693: Adding multiple names to name tag, this is not OK! name = "Nordholmen;Innerholmen"
utility_to_osm - WARNING - ssr:stedsnr = 79890 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 116578 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 137126 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 137130: Adding multiple names to name tag, this is not OK! name = "Indre Haugnesodden;Ytrehaugnesan"
utility_to_osm - WARNING - ssr:stedsnr = 137226 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138113 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138311 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 138653. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 138841 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138748 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138794 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 155108: Adding multiple names to name tag, this is not OK! name = "Nordnes;Bukkholmen"
utility_to_osm - WARNING - ssr:stedsnr = 260414 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260416 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260417 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 259627 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 259751 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 259756: Adding multiple names to name tag, this is not OK! name = "Tuvberget;Tuva"
utility_to_osm - WARNING - ssr:stedsnr = 259776 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 259779 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 259787 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 259800 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 259890 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260021 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260032 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 165426. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 260140 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260291 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260425 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260436 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260720 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260753 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260755 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260758 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260894 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260978 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261524 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 181758 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 199006 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 199357 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 199377: Adding multiple names to name tag, this is not OK! name = "Seljeskogtjørna;Selskogtjønna"
