utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/4613/4613-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 3512 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3468 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3644 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3965 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 3971 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4201 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4505 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4217 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4219 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 4959 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 25483 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 26425 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 38908 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 38872 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 41768. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 237518. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 237524. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 47907 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 238559 has multiple (3) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 239733. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 239745. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 239755. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 239757. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 56601 has multiple (4) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 57712. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 57714. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 58979. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 59901. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 59871. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 59883. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 240855. No positions found, skipping
utility_to_osm - ERROR - ssr:stedsnr = 240949. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 64213 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64217 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64511 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64513 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64526 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 241201 has multiple (5) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 241240: No priority spelling found for lang = no, using alt_name to get "[('no', 'Skjerpevegen')]"
utility_to_osm - ERROR - ssr:stedsnr = 241240. No positions found, skipping
utility_to_osm - WARNING - ssr:stedsnr = 64908 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64827 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64832 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64865 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65211 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 64976 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65194 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65195 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65520 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 65535 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 81805: No priority spelling found for lang = no, using alt_name to get "[('no', 'Røyksundkanalen')]"
utility_to_osm - WARNING - ssr:stedsnr = 245929 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 86374: Adding multiple names to name tag, this is not OK! name = "Teinevikneset;Utforneset"
utility_to_osm - WARNING - ssr:stedsnr = 86686 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245583 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245543 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 245998 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 246194 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 246231 has multiple (4) positions, using the first one!
