utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/1871/1871-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 17403 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 18001 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 18205: Adding multiple names to name tag, this is not OK! name = "Hårbandet;Ytter-Hårbandet"
utility_to_osm - WARNING - ssr:stedsnr = 18213 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 18408: Adding multiple names to name tag, this is not OK! name = "Langvatnet;Storvatnet"
utility_to_osm - WARNING - ssr:stedsnr = 18351 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 18606 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 21796 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 26479 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 57976 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 241239 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78204 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78104 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78309 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78261 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78264 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78397 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78401: No priority spelling found for lang = no, using alt_name to get "[('no', 'Hammarøya')]"
utility_to_osm - WARNING - ssr:stedsnr = 78401 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 78743 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 79054 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 79207 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 79209 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 79149: Adding multiple names to name tag, this is not OK! name = "Storbåen;Ytre Storbåen"
utility_to_osm - WARNING - ssr:stedsnr = 79149 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 83441 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 103318 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 103796: No priority spelling found for lang = no, using alt_name to get "[('no', 'Lusheia')]"
utility_to_osm - WARNING - ssr:stedsnr = 138208 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138224 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138228 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138405 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 138702 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 139143 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 139145: Adding multiple names to name tag, this is not OK! name = "Kapproskjeret;Fugleskjeret"
utility_to_osm - WARNING - ssr:stedsnr = 139238 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 139262 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 139486 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 142823 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 142800 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 156488 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 157255 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260070 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260083 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260086 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260186 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260195 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260296 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 260371 has multiple (2) positions, using the first one!
utility_to_osm - ERROR - ssr:stedsnr = 260374: Adding multiple names to name tag, this is not OK! name = "Helligøya;Helgøya"
utility_to_osm - WARNING - ssr:stedsnr = 260485 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261090 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261155: No priority spelling found for lang = se, using alt_name to get "[('no', 'Andenes')]"
utility_to_osm - WARNING - ssr:stedsnr = 261156 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261160 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261161 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261210 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261227 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261232 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261240 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261380 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261382 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261383 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261388 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 261389 has multiple (3) positions, using the first one!
