utility_to_osm - ERROR - ERROR, no ending in ssr2_to_osm_data/data/3407/3407-ssr.xml? Trying to re-download
utility_to_osm - WARNING - ssr:stedsnr = 8297 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 8303 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9044 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9320 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9448 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9454 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9713 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9838 has multiple (9) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9843 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9851 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9852 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9853 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9895 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9797 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 9938 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 10785 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 20390 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 20495 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 40180 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 40576: No priority spelling found for lang = no, using alt_name to get "[('no', 'NTNU i Gjøvik')]"
utility_to_osm - WARNING - ssr:stedsnr = 40663 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 69035 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 69038 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 69284 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 69414 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 69482 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 69501 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70001 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70078 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70082 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70085 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70772 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70972 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 70974 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 81409 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 101446 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 102675 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 250256 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 250721 has multiple (4) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 250723 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251041 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251047 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251329 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251472 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251859 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251874 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251997 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 251999 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252001 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252003 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252019 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252049 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252051 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252066 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130003 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130006 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130007 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130012 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130280 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130786 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130796 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130905 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130821 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130879 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130886 has multiple (2) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130889 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252586 has multiple (12) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 130983 has multiple (3) positions, using the first one!
utility_to_osm - WARNING - ssr:stedsnr = 252694 has multiple (3) positions, using the first one!
